EE #,Job Title,Current Employment Status,Project Code,Original Hire Date,Last Hire Date,LOS in Days,Termination Date,Reason Code,Left,Fired
316161,Electrical Engineer,A,,12/04/2023,12/04/2023,451,,,0,0
316173,Truck Driver Renewables,T,55094,12/05/2023,12/05/2023,76,02/19/2024,Personal/Family,1,0
316194,Helper Renewables,T,55105,11/29/2023,11/29/2023,349,11/12/2024,Other Job,1,0
316212,Operator Renewables,T,55105,11/30/2023,11/30/2023,422,01/25/2025,Lack of Work,0,0
316242,Laborer Renewables,T,55094,12/05/2023,12/05/2023,70,02/13/2024,Personal/Family,1,0
316266,Laborer Renewables,T,55094,12/06/2023,12/06/2023,44,01/19/2024,No Call-No Show,0,1
316274,Operator Renewables,T,55117,12/06/2023,12/06/2023,34,01/09/2024,Resignation,1,0
316286,Operator Renewables,A,55113,12/05/2023,02/21/2024,372,,,0,0
316289,Superintendent Renewbls,T,55097,12/18/2023,12/18/2023,37,01/24/2024,Policy Viol-Drug/Alcohol,0,1
316393,Project Coordinator,A,,01/08/2024,01/08/2024,416,,,0,0
316416,Laborer Renewables,T,55101,12/12/2023,12/12/2023,178,06/07/2024,Other Job,1,0
316429,Project Controller,A,,12/18/2023,12/18/2023,437,,,0,0
316434,Laborer Renewables,A,55138,12/12/2023,12/12/2023,443,,,0,0
316451,Helper Renewables,T,55094,12/12/2023,12/12/2023,350,11/26/2024,Lack of Work,0,0
316455,Helper Renewables,T,55094,12/14/2023,12/14/2023,348,11/26/2024,Lack of Work,0,0
316477,Quality Site Technician,T,55105,01/23/2024,01/23/2024,191,08/01/2024,Policy Viol-Other,0,0
316524,Business Dev Manager,A,,04/29/2024,04/29/2024,304,,,0,0
316566,Field Admin,T,55089,01/09/2024,01/09/2024,24,02/02/2024,Other Job,1,0
323441,Helper Renewables,T,55117,06/18/2024,06/18/2024,220,01/24/2025,Lack of Work,0,0
323447,Laborer Renewables,T,55109,06/25/2024,06/25/2024,153,11/25/2024,Lack of Work,0,0
323450,Laborer Renewables,T,55096,06/24/2024,06/24/2024,32,07/26/2024,Policy Viol-Safety,0,1
323466,Laborer Renewables,T,55100,06/18/2024,06/18/2024,150,11/15/2024,Lack of Work,0,0
323491,Laborer Renewables,T,55117,06/26/2024,06/26/2024,140,11/13/2024,Lack of Work,0,0
323492,Laborer Renewables,A,55091,06/26/2024,06/26/2024,246,,,0,0
323495,Laborer Renewables,T,55096,06/25/2024,06/25/2024,31,07/26/2024,Resignation,1,0
323504,Laborer Renewables,T,55094,06/25/2024,06/25/2024,144,11/16/2024,Lack of Work,0,0
323506,Laborer Renewables,T,55100,06/25/2024,06/25/2024,131,11/03/2024,Lack of Work,0,0
323514,Laborer App Renewables,T,55117,06/25/2024,06/25/2024,164,12/06/2024,Lack of Work,0,0
323519,Laborer Renewables,T,55109,06/24/2024,06/24/2024,154,11/25/2024,Lack of Work,0,0
323521,Operator Renewables,A,55123,06/24/2024,06/24/2024,248,,,0,0
323540,Laborer Renewables,T,55100,06/26/2024,06/26/2024,92,09/26/2024,Personal/Family,1,0
323552,Laborer Renewables,T,55097,06/25/2024,06/25/2024,17,07/12/2024,No Call-No Show,0,1
323554,Laborer Renewables,T,55100,07/02/2024,07/02/2024,29,07/31/2024,Resignation,1,0
323561,Laborer Renewables,T,55100,06/26/2024,06/26/2024,133,11/06/2024,Lack of Work,0,0
323563,Laborer Renewables,T,55117,06/26/2024,06/26/2024,140,11/13/2024,Lack of Work,0,0
323566,Laborer Renewables,T,55100,06/26/2024,06/26/2024,72,09/06/2024,Lack of Work,0,0
323580,Laborer Renewables,T,55100,06/26/2024,06/26/2024,137,11/10/2024,Lack of Work,0,0
323588,Laborer Renewables,T,55100,07/23/2024,07/23/2024,86,10/17/2024,Lack of Work,0,0
323592,Laborer Renewables,T,55117,06/25/2024,06/25/2024,119,10/22/2024,Lack of Work,0,0
323593,Operator Renewables,T,55096,06/25/2024,06/25/2024,26,07/21/2024,Personal/Family,1,0
323598,Laborer Renewables,T,55117,06/25/2024,06/25/2024,144,11/16/2024,Lack of Work,0,0
323603,Laborer Renewables,T,55100,06/26/2024,06/26/2024,159,12/02/2024,Lack of Work,0,0
323605,Laborer Renewables,T,55109,06/26/2024,06/26/2024,152,11/25/2024,Lack of Work,0,0
323606,Laborer Renewables,T,55109,06/26/2024,06/26/2024,180,12/23/2024,Lack of Work,0,0
323047,Laborer Renewables,T,55097,06/18/2024,06/18/2024,64,08/21/2024,Lack of Work,0,0
323054,Laborer Renewables,T,55311,06/18/2024,06/18/2024,150,11/15/2024,Lack of Work,0,0
323064,Laborer Renewables,T,55101,06/18/2024,06/18/2024,150,11/15/2024,Lack of Work,0,0
323065,Laborer Renewables,T,55100,06/18/2024,06/18/2024,130,10/26/2024,Lack of Work,0,0
323066,Laborer Renewables,T,55101,06/18/2024,06/18/2024,152,11/17/2024,Lack of Work,0,0
323123,Foreman Renewables,T,55100,06/18/2024,06/18/2024,152,11/17/2024,Resignation,1,0
323135,Laborer Renewables,A,55105,06/25/2024,06/25/2024,247,,,0,0
323138,Laborer Renewables,A,55123,06/25/2024,06/25/2024,247,,,0,0
323140,Laborer Renewables,A,55105,06/25/2024,06/25/2024,247,,,0,0
323142,Laborer Renewables,A,55123,06/25/2024,06/25/2024,247,,,0,0
323148,Gen Foreman Renewables,A,55123,07/08/2024,07/08/2024,234,,,0,0
323151,Laborer Renewables,T,55100,06/19/2024,06/19/2024,150,11/16/2024,Lack of Work,0,0
323155,Laborer App Renewables,T,55117,06/20/2024,06/20/2024,45,08/04/2024,Lack of Work,0,0
323156,Foreman Renewables,A,55138,07/08/2024,02/03/2025,24,,,0,0
323160,Laborer Renewables,A,55105,06/25/2024,06/25/2024,247,,,0,0
323164,Laborer Renewables,T,55096,06/19/2024,06/19/2024,23,07/12/2024,Lack of Work,0,0
323176,Laborer Renewables,T,55311,06/19/2024,06/19/2024,65,08/23/2024,Lack of Work,0,0
323178,Laborer Renewables,T,55103,06/19/2024,06/19/2024,41,07/30/2024,Lack of Work,0,0
323233,Project Manager,A,,07/08/2024,07/08/2024,234,,,0,0
323239,Site Manager,A,55117,07/29/2024,07/29/2024,213,,,0,0
323247,Quality Site Technician,A,55099,07/02/2024,07/02/2024,240,,,0,0
323255,Operator Renewables,A,55100,06/19/2024,06/19/2024,253,,,0,0
323273,Laborer Renewables,A,55100,06/19/2024,06/19/2024,253,,,0,0
323276,Laborer Renewables,T,55720,06/19/2024,06/19/2024,156,11/22/2024,No Call-No Show,0,1
323278,Accounting Manager,A,,07/15/2024,07/15/2024,227,,,0,0
323283,Foreman Renewables,A,55091,06/20/2024,06/20/2024,252,,,0,0
323324,Gen Foreman Renewables,A,55123,07/08/2024,07/08/2024,234,,,0,0
323328,Laborer Renewables,A,55105,06/25/2024,06/25/2024,247,,,0,0
322030,Laborer Renewables,T,55109,06/04/2024,06/04/2024,174,11/25/2024,Lack of Work,0,0
322033,HSE Site Technician,A,55123,05/29/2024,05/29/2024,274,,,0,0
322034,Laborer App Renewables,T,55117,05/28/2024,05/28/2024,174,11/18/2024,Lack of Work,0,0
322072,HSE Site Technician,T,55087,05/30/2024,05/30/2024,220,01/05/2025,Resignation,1,0
322079,Field Engineer,A,55106,06/17/2024,06/17/2024,255,,,0,0
322126,Laborer Renewables,T,55097,05/29/2024,05/29/2024,8,06/06/2024,Performance,0,1
322138,Laborer Renewables,A,55123,06/04/2024,06/04/2024,268,,,0,0
322141,Laborer Renewables,T,55096,06/05/2024,06/05/2024,51,07/26/2024,Policy Viol-Other,0,0
322150,Laborer Renewables,T,55096,06/05/2024,06/05/2024,52,07/27/2024,Lack of Work,0,0
322189,Laborer Renewables,T,55723,05/29/2024,05/29/2024,35,07/03/2024,Resignation,1,0
322199,Laborer Renewables,T,55103,06/04/2024,06/04/2024,43,07/17/2024,Lack of Work,0,0
322200,Laborer Renewables,T,55101,06/04/2024,06/04/2024,162,11/13/2024,Lack of Work,0,0
322203,Laborer Renewables,T,55109,06/04/2024,06/04/2024,174,11/25/2024,Lack of Work,0,0
322206,Laborer Renewables,T,55096,06/05/2024,06/05/2024,52,07/27/2024,Lack of Work,0,0
322210,Operator Renewables,A,55123,06/04/2024,02/03/2025,24,,,0,0
322212,Operator Renewables,A,55091,06/04/2024,06/04/2024,268,,,0,0
322213,Operator Renewables,T,55096,06/04/2024,06/04/2024,15,06/19/2024,Other Job,1,0
322216,Admin Specialist 2,A,55091,06/04/2024,06/04/2024,268,,,0,0
322234,Laborer Renewables,T,55100,06/04/2024,06/04/2024,166,11/17/2024,Lack of Work,0,0
322250,Laborer Renewables,A,55105,06/04/2024,06/04/2024,268,,,0,0
322252,Laborer Renewables,T,55100,06/04/2024,06/04/2024,166,11/17/2024,Lack of Work,0,0
322258,Laborer Renewables,T,55097,06/04/2024,06/04/2024,37,07/11/2024,No Call-No Show,0,1
322272,Laborer Renewables,A,55105,06/04/2024,06/04/2024,268,,,0,0
322274,Laborer Renewables,T,55094,06/05/2024,06/05/2024,145,10/28/2024,Lack of Work,0,0
322302,Laborer Renewables,T,55089,06/04/2024,06/04/2024,48,07/22/2024,Lack of Work,0,0
322306,Laborer Renewables,T,55096,06/11/2024,06/11/2024,143,11/01/2024,Personal/Family,1,0
322312,Laborer Renewables,A,55138,06/11/2024,01/20/2025,38,,,0,0
316569,Helper Renewables,T,55094,12/19/2023,12/19/2023,85,03/13/2024,No Call-No Show,0,1
316581,Laborer Renewables,T,55107,01/04/2024,01/04/2024,92,04/05/2024,Excessive Absenteeism,0,1
316587,Field Admin,T,55723,01/08/2024,01/08/2024,184,07/10/2024,Personal/Family,1,0
316599,Laborer Renewables,A,55138,01/04/2024,01/04/2024,420,,,0,0
316617,HSE Site Technician,T,55088,01/03/2024,01/03/2024,340,12/08/2024,Transferred out,0,0
316627,Laborer Renewables,T,55094,01/04/2024,01/04/2024,324,11/23/2024,Lack of Work,0,0
316663,Designer 2,A,,01/08/2024,01/08/2024,416,,,0,0
316702,Field Admin,T,55117,01/08/2024,01/08/2024,273,10/07/2024,Policy Viol-Drug/Alcohol,0,1
316712,Operator Renewables,T,55094,01/04/2024,01/04/2024,199,07/21/2024,Discharge,0,1
316720,Laborer Renewables,A,55138,01/04/2024,01/04/2024,420,,,0,0
316735,Operator Renewables,T,55107,01/04/2024,01/04/2024,114,04/27/2024,Other Job,1,0
316740,Electrician App Renewable,A,55091,01/04/2024,01/04/2024,420,,,0,0
316745,Operator Renewables,T,55100,01/04/2024,01/04/2024,105,04/18/2024,Resignation,1,0
316748,Operator Renewables,T,55100,01/04/2024,01/04/2024,327,11/26/2024,Lack of Work,0,0
316751,Operator Renewables,T,55094,01/04/2024,01/04/2024,25,01/29/2024,No Call-No Show,0,1
316755,Laborer Renewables,T,55100,01/18/2024,09/17/2024,76,12/02/2024,Lack of Work,0,0
316767,Quality Site Technician,A,55099,01/02/2024,05/13/2024,290,,,0,0
316785,Laborer Renewables,T,55105,01/09/2024,01/09/2024,381,01/24/2025,Lack of Work,0,0
316786,Laborer Renewables,T,55100,01/04/2024,01/04/2024,117,04/30/2024,Other Job,1,0
316796,Operator Renewables,T,55100,01/04/2024,01/04/2024,57,03/01/2024,Other Job,1,0
316802,Operator Renewables,T,55143,01/11/2024,01/11/2024,290,10/27/2024,Other Job,1,0
316804,Laborer Renewables,T,55143,01/11/2024,01/11/2024,272,10/09/2024,Personal/Family,1,0
316827,Helper Renewables,T,55302,01/03/2024,01/03/2024,79,03/22/2024,Lack of Work,0,0
316845,Helper Renewables,T,55301,01/03/2024,01/03/2024,149,05/31/2024,Lack of Work,0,0
316854,Helper Renewables,T,55117,01/03/2024,01/03/2024,154,06/05/2024,Lack of Work,0,0
316863,Helper Renewables,T,55105,01/17/2024,01/17/2024,217,08/21/2024,Other Job,1,0
316870,Helper Renewables,T,55301,01/03/2024,01/03/2024,183,07/04/2024,Lack of Work,0,0
323612,Quality Site Technician,A,55138,06/25/2024,06/25/2024,247,,,0,0
323616,Electrician Renewables,T,55109,06/25/2024,06/25/2024,1,06/26/2024,Other Job,1,0
323623,Laborer Renewables,T,55311,06/25/2024,06/25/2024,143,11/15/2024,Lack of Work,0,0
323632,Site Manager,A,55088,07/08/2024,07/08/2024,234,,,0,0
323648,Laborer Renewables,A,55123,06/25/2024,06/25/2024,247,,,0,0
323675,Laborer Renewables,T,55097,06/26/2024,06/26/2024,64,08/29/2024,Other Job,1,0
323676,Laborer Renewables,T,55109,06/26/2024,06/26/2024,152,11/25/2024,Lack of Work,0,0
323705,Compliance Specialist,T,,07/08/2024,07/08/2024,202,01/26/2025,Transferred out,0,0
323706,Laborer Renewables,T,55720,06/26/2024,06/26/2024,205,01/17/2025,Lack of Work,0,0
323784,Helper Renewables,T,55117,07/01/2024,07/01/2024,158,12/06/2024,Lack of Work,0,0
323792,Laborer Renewables,T,55096,07/01/2024,07/01/2024,55,08/25/2024,Lack of Work,0,0
323797,Laborer Renewables,T,55100,07/16/2024,07/16/2024,124,11/17/2024,Lack of Work,0,0
323811,Laborer Renewables,T,55100,07/16/2024,07/16/2024,56,09/10/2024,Personal/Family,1,0
323814,Laborer Renewables,T,55100,07/16/2024,07/16/2024,124,11/17/2024,Lack of Work,0,0
323820,Helper Renewables,T,55100,07/01/2024,07/01/2024,139,11/17/2024,Lack of Work,0,0
323831,Gen Foreman Renewables,T,55123,08/26/2024,08/26/2024,36,10/01/2024,No Call-No Show,0,1
323834,Laborer Renewables,T,55117,07/02/2024,07/02/2024,205,01/23/2025,Lack of Work,0,0
323837,Helper Renewables,A,55091,07/16/2024,02/10/2025,17,,,0,0
323845,Helper Renewables,T,55311,07/01/2024,07/01/2024,144,11/22/2024,Lack of Work,0,0
323847,Helper Renewables,T,55311,07/01/2024,07/01/2024,144,11/22/2024,Lack of Work,0,0
323879,Foreman Renewables,A,55091,07/02/2024,07/02/2024,240,,,0,0
323883,Laborer Renewables,T,55117,07/09/2024,07/09/2024,136,11/22/2024,Lack of Work,0,0
323891,Solar Panel Technician,A,,07/15/2024,07/15/2024,227,,,0,0
323901,Laborer Renewables,T,55096,07/02/2024,07/02/2024,25,07/27/2024,Personal/Family,1,0
323908,Laborer Renewables,T,55105,07/02/2024,07/02/2024,1,07/03/2024,No Call-No Show,0,1
323913,Laborer App Renewables,T,55117,07/09/2024,07/09/2024,131,11/17/2024,Lack of Work,0,0
323334,Laborer Renewables,T,55096,06/20/2024,06/20/2024,62,08/21/2024,Layoff Restructuring,0,1
323337,Laborer Renewables,T,55123,06/24/2024,01/21/2025,24,02/14/2025,Other Job,1,0
323344,Gen Foreman Renewables,T,55123,07/08/2024,07/08/2024,53,08/30/2024,Policy Viol-Other,0,0
323357,Laborer Renewables,A,55105,06/25/2024,06/25/2024,247,,,0,0
323358,Electrician Renewables,T,55705,06/25/2024,06/25/2024,44,08/08/2024,Resignation,1,0
323359,Laborer Renewables,T,55105,06/25/2024,06/25/2024,215,01/26/2025,Lack of Work,0,0
323381,Laborer Renewables,T,55100,06/25/2024,06/25/2024,178,12/20/2024,Lack of Work,0,0
323401,Laborer Renewables,T,55109,06/25/2024,06/25/2024,154,11/26/2024,Lack of Work,0,0
323412,Laborer Renewables,T,55109,06/25/2024,06/25/2024,153,11/25/2024,Lack of Work,0,0
323418,Quality Site Technician,A,55091,07/02/2024,07/02/2024,240,,,0,0
323421,Electrician Renewables,T,55117,06/18/2024,06/18/2024,23,07/11/2024,Lack of Work,0,0
323434,Estimating Manager,A,,07/08/2024,07/08/2024,234,,,0,0
323435,Laborer Renewables,T,55096,06/25/2024,06/25/2024,58,08/22/2024,Resignation,1,0
323436,Laborer Renewables,T,55117,06/20/2024,06/20/2024,149,11/16/2024,Lack of Work,0,0
323439,Laborer Renewables,T,55117,06/20/2024,06/20/2024,166,12/03/2024,Lack of Work,0,0
323449,Laborer Renewables,T,55097,06/25/2024,06/25/2024,41,08/05/2024,No Call-No Show,0,1
323451,Laborer Renewables,T,55094,06/26/2024,06/26/2024,121,10/25/2024,Lack of Work,0,0
323452,Laborer Renewables,T,55096,06/25/2024,06/25/2024,0,06/25/2024,Personal/Family,1,0
323460,Operator Renewables,A,55091,07/02/2024,07/02/2024,240,,,0,0
323462,Laborer Renewables,T,55100,06/25/2024,06/25/2024,145,11/17/2024,Lack of Work,0,0
323463,Foreman Renewables,T,55100,06/25/2024,06/25/2024,80,09/13/2024,Policy Viol-Safety,0,1
323470,Operator Renewables,T,55123,06/25/2024,06/25/2024,212,01/23/2025,Lack of Work,0,0
323474,Laborer Renewables,T,55117,06/25/2024,06/25/2024,128,10/31/2024,Lack of Work,0,0
323481,Laborer Renewables,T,55100,06/25/2024,06/25/2024,127,10/30/2024,Return to School,1,0
323485,Laborer Renewables,T,55100,06/25/2024,06/25/2024,58,08/22/2024,Personal/Family,1,0
323516,Quality Site Technician,A,55123,07/09/2024,07/09/2024,233,,,0,0
322313,Laborer Renewables,T,55094,06/04/2024,06/04/2024,1,06/05/2024,Resignation,1,0
322320,Laborer Renewables,A,55105,06/05/2024,06/05/2024,267,,,0,0
322322,Laborer Renewables,T,55105,06/05/2024,06/05/2024,94,09/07/2024,Personal/Family,1,0
322325,Gen Foreman Renewables 2,A,55311,06/17/2024,06/17/2024,255,,,0,0
322326,Laborer Renewables,T,55143,06/05/2024,06/05/2024,187,12/09/2024,Lack of Work,0,0
322331,Laborer Renewables,T,,06/04/2024,06/04/2024,60,08/03/2024,Lack of Work,0,0
322340,Laborer Renewables,A,55094,06/04/2024,06/04/2024,268,,,0,0
322346,Operator Renewables,T,55100,06/04/2024,06/04/2024,66,08/09/2024,,0,0
322411,Site Manager,A,55091,07/15/2024,07/15/2024,227,,,0,0
322412,Operator Renewables,T,55723,06/04/2024,06/04/2024,101,09/13/2024,Other Job,1,0
322415,Laborer Renewables,T,55143,06/05/2024,06/05/2024,187,12/09/2024,Lack of Work,0,0
322428,Laborer Renewables,T,55103,06/05/2024,06/05/2024,9,06/14/2024,Other Job,1,0
322429,Superintendent Renewbls,T,55107,06/17/2024,06/17/2024,61,08/17/2024,No Call-No Show,0,1
322431,Laborer Renewables,T,55103,06/11/2024,06/11/2024,13,06/24/2024,No Call-No Show,0,1
322434,Laborer Renewables,A,55138,06/11/2024,02/03/2025,24,,,0,0
322437,Laborer Renewables,A,55138,06/11/2024,02/03/2025,24,,,0,0
322445,Laborer Renewables,T,55096,06/05/2024,06/05/2024,43,07/18/2024,Personal/Family,1,0
322456,Project Controller,T,55089,07/15/2024,07/15/2024,106,10/29/2024,Performance,0,1
322464,Laborer Renewables,A,55138,06/11/2024,02/03/2025,24,,,0,0
322465,Laborer Renewables,T,55087,06/11/2024,07/23/2024,67,09/28/2024,Discharge,0,1
322479,Laborer Renewables,T,55117,06/11/2024,06/11/2024,178,12/06/2024,Lack of Work,0,0
322506,Project Manager,T,,06/24/2024,06/24/2024,193,01/03/2025,Resignation,1,0
322510,Helper Renewables,T,55117,06/04/2024,06/04/2024,201,12/22/2024,Lack of Work,0,0
322511,Electrician Renewables,T,55117,06/04/2024,06/04/2024,201,12/22/2024,Lack of Work,0,0
322520,Laborer Renewables,A,55105,06/06/2024,06/06/2024,266,,,0,0
322523,Operator Renewables,T,55109,06/06/2024,06/06/2024,60,08/05/2024,Resignation,1,0
322526,Operator Renewables,T,55100,06/12/2024,06/12/2024,74,08/25/2024,Personal/Family,1,0
316911,Electrician Renewables,A,55087,01/09/2024,01/09/2024,415,,,0,0
316913,Helper Renewables,T,55094,01/09/2024,01/09/2024,320,11/24/2024,Lack of Work,0,0
316926,Laborer Renewables,T,55089,01/11/2024,01/11/2024,158,06/17/2024,Resignation,1,0
316956,Contracts Specialist,T,,02/05/2024,02/05/2024,193,08/16/2024,Resignation,1,0
316961,Laborer Renewables,T,55100,01/11/2024,01/11/2024,344,12/20/2024,Lack of Work,0,0
316966,Laborer Renewables,T,55117,01/17/2024,01/17/2024,305,11/17/2024,Lack of Work,0,0
316986,Project Engineer 2,T,,01/22/2024,01/22/2024,168,07/08/2024,Resignation,1,0
317007,Laborer Renewables,T,55101,01/18/2024,01/18/2024,175,07/11/2024,Excessive Absenteeism,0,1
317011,Foreman Renewables,A,55123,01/18/2024,01/18/2024,406,,,0,0
317021,Laborer Renewables,A,55113,01/31/2024,01/31/2024,393,,,0,0
317034,Project Coordinator,T,55117,02/05/2024,02/05/2024,4,02/09/2024,Personal/Family,1,0
317037,Operator Renewables,T,55117,01/17/2024,01/17/2024,302,11/14/2024,Lack of Work,0,0
317099,Foreman Renewables,T,55302,01/16/2024,01/16/2024,66,03/22/2024,Lack of Work,0,0
317153,Operator Renewables,T,55105,01/18/2024,01/18/2024,366,01/18/2025,Lack of Work,0,0
317177,Electrician Renewables,T,55117,01/18/2024,03/26/2024,146,08/19/2024,Lack of Work,0,0
317193,Laborer Renewables,T,55094,01/23/2024,01/23/2024,206,08/16/2024,Personal/Family,1,0
317206,Laborer Renewables,T,55094,01/23/2024,01/23/2024,332,12/20/2024,Lack of Work,0,0
317223,Operator App Renewables,A,55138,01/24/2024,01/30/2025,28,,,0,0
317253,Laborer Renewables,T,55143,01/25/2024,01/25/2024,319,12/09/2024,Lack of Work,0,0
317260,Laborer Renewables,T,55311,01/24/2024,01/24/2024,231,09/11/2024,Lack of Work,0,0
317294,Gen Foreman Renewables,T,55702,01/30/2024,01/30/2024,210,08/27/2024,Other Job,1,0
317297,HSE Site Technician,A,55086,02/06/2024,02/06/2024,387,,,0,0
317314,Laborer Renewables,A,55113,01/25/2024,01/25/2024,399,,,0,0
317337,Laborer Renewables,T,55089,01/30/2024,01/30/2024,155,07/03/2024,No Call-No Show,0,1
317369,Laborer Renewables,A,55105,02/06/2024,02/06/2024,387,,,0,0
317370,Laborer Renewables,T,55089,01/30/2024,01/30/2024,59,03/29/2024,Resignation,1,0
317378,Laborer Renewables,T,55100,02/01/2024,02/01/2024,284,11/11/2024,Lack of Work,0,0
323916,Laborer Renewables,A,55105,07/02/2024,07/02/2024,240,,,0,0
323926,Laborer Renewables,A,55105,07/16/2024,07/16/2024,226,,,0,0
323930,Laborer App Renewables,T,55117,07/02/2024,07/02/2024,91,10/01/2024,Excessive Absenteeism,0,1
323939,Laborer Renewables,T,55105,07/02/2024,07/02/2024,30,08/01/2024,No Call-No Show,0,1
323943,Operator Renewables,T,55100,07/02/2024,07/02/2024,85,09/25/2024,Personal/Family,1,0
323945,Laborer Renewables,T,55096,07/10/2024,07/10/2024,23,08/02/2024,Layoff Restructuring,0,1
323958,Helper Renewables,T,55101,07/03/2024,07/03/2024,137,11/17/2024,Lack of Work,0,0
323963,Laborer Renewables,T,55100,07/03/2024,07/03/2024,137,11/17/2024,Lack of Work,0,0
324031,Laborer Renewables,T,55723,07/09/2024,07/09/2024,99,10/16/2024,Resignation,1,0
324035,Laborer App Renewables,T,55117,07/09/2024,07/09/2024,86,10/03/2024,Lack of Work,0,0
324065,Helper Renewables,A,55105,07/10/2024,07/10/2024,232,,,0,0
324067,Senior Project Manager,T,,07/29/2024,07/29/2024,186,01/31/2025,Resignation,1,0
324073,Contracts Specialist,A,,07/29/2024,07/29/2024,213,,,0,0
324086,Helper Renewables,T,55311,07/10/2024,07/10/2024,135,11/22/2024,Lack of Work,0,0
324095,Field Engineer,A,55137,08/12/2024,08/12/2024,199,,,0,0
324112,Laborer Renewables,T,55117,07/10/2024,07/10/2024,126,11/13/2024,Lack of Work,0,0
324136,Laborer App Renewables,T,55117,07/11/2024,07/11/2024,24,08/04/2024,Personal/Family,1,0
324139,Laborer Renewables,T,55109,07/10/2024,07/10/2024,138,11/25/2024,Lack of Work,0,0
324162,Helper Renewables,T,55311,07/10/2024,07/10/2024,135,11/22/2024,Lack of Work,0,0
324177,Laborer Renewables,T,55096,07/10/2024,07/10/2024,17,07/27/2024,Personal/Family,1,0
324196,Laborer Renewables,T,55096,07/11/2024,07/11/2024,32,08/12/2024,Personal/Family,1,0
324197,Laborer Renewables,T,55100,07/10/2024,07/10/2024,116,11/03/2024,Lack of Work,0,0
324227,Laborer Renewables,T,55091,07/16/2024,07/16/2024,184,01/16/2025,Other Job,1,0
324231,Laborer Renewables,A,55126,07/22/2024,07/22/2024,220,,,0,0
324232,Operator Renewables,T,55117,07/18/2024,07/18/2024,54,09/10/2024,Lack of Work,0,0
324236,Laborer Renewables,T,55100,07/10/2024,07/10/2024,130,11/17/2024,Lack of Work,0,0
324237,Laborer Renewables,T,55117,07/10/2024,07/10/2024,126,11/13/2024,Lack of Work,0,0
323518,Laborer App Renewables,A,55138,06/24/2024,02/03/2025,24,,,0,0
323520,Laborer Renewables,T,55109,06/26/2024,06/26/2024,152,11/25/2024,Lack of Work,0,0
323534,Laborer Renewables,T,55109,06/26/2024,06/26/2024,152,11/25/2024,Lack of Work,0,0
323537,Laborer Renewables,T,55117,06/25/2024,06/25/2024,165,12/07/2024,Seasonal Layoff,0,1
323538,Survey Tech Renewables,T,55096,06/26/2024,06/26/2024,10,07/06/2024,Personal/Family,1,0
323556,Laborer Renewables,T,55100,06/26/2024,06/26/2024,133,11/06/2024,Lack of Work,0,0
323560,Laborer App Renewables,T,55117,06/25/2024,06/25/2024,234,02/14/2025,Lack of Work,0,0
323568,Laborer Renewables,T,55100,06/26/2024,06/26/2024,159,12/02/2024,Lack of Work,0,0
323570,Laborer Renewables,T,55100,07/02/2024,07/02/2024,131,11/10/2024,Lack of Work,0,0
323594,Laborer Renewables,T,55117,06/26/2024,06/26/2024,140,11/13/2024,Lack of Work,0,0
323597,Senior Project Manager,A,,07/08/2024,07/08/2024,234,,,0,0
323604,Laborer Renewables,T,55109,06/25/2024,06/25/2024,140,11/12/2024,No Call-No Show,0,1
323609,Laborer Renewables,T,55109,06/25/2024,06/25/2024,181,12/23/2024,Lack of Work,0,0
323611,Quality Site Technician,A,55138,06/25/2024,06/25/2024,247,,,0,0
323617,Laborer Renewables,T,55096,06/25/2024,06/25/2024,58,08/22/2024,Resignation,1,0
323621,Laborer Renewables,T,55105,06/25/2024,06/25/2024,170,12/12/2024,Resignation,1,0
323638,Laborer Renewables,T,55123,06/25/2024,06/25/2024,227,02/07/2025,No Call-No Show,0,1
323641,Admin Specialist,A,,07/08/2024,07/08/2024,234,,,0,0
323663,Gen Foreman Renewables,A,55123,07/08/2024,07/08/2024,234,,,0,0
323668,Contracts Specialist,A,,07/08/2024,07/08/2024,234,,,0,0
323673,Laborer Renewables,T,55100,06/26/2024,06/26/2024,144,11/17/2024,Lack of Work,0,0
323677,Foreman Renewables,T,55086,06/25/2024,06/25/2024,214,01/25/2025,Lack of Work,0,0
323679,Laborer Renewables,T,55096,06/26/2024,06/26/2024,64,08/29/2024,Other Job,1,0
323715,Laborer Renewables,A,55091,06/27/2024,06/27/2024,245,,,0,0
323716,Laborer Renewables,T,55117,06/27/2024,06/27/2024,17,07/14/2024,Personal/Family,1,0
323721,Laborer Renewables,T,55089,07/02/2024,07/02/2024,30,08/01/2024,Lack of Work,0,0
323723,Laborer Renewables,T,55096,07/01/2024,07/01/2024,57,08/27/2024,Layoff Restructuring,0,1
322535,Operator Renewables,T,55109,06/13/2024,06/13/2024,18,07/01/2024,Resignation,1,0
322573,Laborer Renewables,T,55089,06/11/2024,06/11/2024,80,08/30/2024,Lack of Work,0,0
322580,Laborer Renewables,T,55105,06/11/2024,06/11/2024,228,01/25/2025,Lack of Work,0,0
322603,Laborer Renewables,T,55089,06/11/2024,06/11/2024,80,08/30/2024,Lack of Work,0,0
322613,Foreman Renewables,A,55091,06/11/2024,06/11/2024,261,,,0,0
322622,Laborer Renewables,T,55103,06/11/2024,06/11/2024,16,06/27/2024,Lack of Work,0,0
322625,Laborer Renewables,T,55103,06/11/2024,06/11/2024,15,06/26/2024,Resignation,1,0
