EE #,FLSA Category,PR Dept,Reason,Craft Class Code,Project Code,Promotion Date
285520,Non-Exempt,4104,Promotion,18-47-600,55113.0,2023-02-27
286679,Non-Exempt,4104,Promotion,18-197-600,55105.0,2023-02-13
286679,Non-Exempt,4104,Promotion,18-197-600,55105.0,2023-07-31
286679,Non-Exempt,4104,Promotion,18-197-600,55105.0,2023-09-18
286679,Non-Exempt,4104,Promotion,18-197-600,55105.0,2023-10-23
302071,Non-Exempt,4104,Promotion,18-2-3080,55103.0,2023-10-16
307739,Non-Exempt,4104,Promotion,18-41-1003,55093.0,2023-06-05
317336,Non-Exempt,4104,Promotion,18-8-1005,55101.0,2024-08-19
286284,Non-Exempt,4104,Promotion,18-40-1001,55087.0,2022-01-24
304052,Non-Exempt,4104,Promotion,18-41-1002,55090.0,2023-06-12
304052,Non-Exempt,4104,Promotion,18-41-1002,55090.0,2023-07-31
282348,Exempt,4104,Promotion,18-2-S269,55123.0,2022-10-03
320758,Non-Exempt,4104,Promotion,18-5-5100,55143.0,2024-09-16
289235,Exempt,4104,Promotion,18-2-S260,55090.0,2023-05-08
289235,Non-Exempt,4104,Promotion,18-2-S260,55090.0,2022-02-14
289235,Non-Exempt,4104,Promotion,18-2-S260,55090.0,2022-05-16
294998,Exempt,4104,Promotion,18-4-S406,55113.0,2023-07-03
294998,Exempt,4104,Promotion,18-4-S406,55113.0,2023-08-21
284018,Exempt,4104,Promotion,18-2-S268,55094.0,2024-04-01
284018,Non-Exempt,4104,Promotion,18-2-S268,55094.0,2022-08-08
284018,Non-Exempt,4104,Promotion,18-2-S268,55094.0,2022-09-19
300234,Non-Exempt,4104,Promotion,18-2-3050,55109.0,2023-02-13
300234,Non-Exempt,4104,Promotion,18-2-3050,55109.0,2024-06-17
313300,Non-Exempt,4104,Promotion,18-2-3220,55091.0,2024-03-04
286550,Non-Exempt,4104,Promotion,18-5-5060,55100.0,2024-08-23
310150,Non-Exempt,4104,Promotion,18-47-102,55143.0,2023-11-20
303070,Non-Exempt,4104,Promotion,18-2-3220,55100.0,2023-04-17
279958,Non-Exempt,4104,Promotion,18-8-1004,55086.0,2022-08-08
291688,Non-Exempt,4104,Promotion,18-74-703,55126.0,2024-10-28
304258,Non-Exempt,4104,Promotion,18-41-1003,55094.0,2023-05-29
295573,Non-Exempt,4104,Promotion,18-41-1001,55091.0,2024-12-02
295573,Non-Exempt,4104,Promotion,18-41-1001,55091.0,2024-12-03
295551,Non-Exempt,4104,Promotion,18-797-600,55105.0,2023-05-15
295551,Non-Exempt,4104,Promotion,18-797-600,55105.0,2024-02-12
286464,Exempt,4104,Promotion,18-2-S268,55097.0,2024-01-22
286464,Non-Exempt,4104,Promotion,18-2-S268,55097.0,2022-09-26
295618,Non-Exempt,4104,Promotion,18-41-1001,55091.0,2024-12-02
284295,Non-Exempt,4104,Promotion,18-797-600,55105.0,2024-04-15
309677,Non-Exempt,4104,Promotion,18-41-1001,55308.0,2023-07-17
309677,Non-Exempt,4104,Promotion,18-41-1001,55308.0,2023-09-18
271003,Exempt,4104,Promotion,18-4-S429,55105.0,2023-03-13
271003,Non-Exempt,4104,Promotion,18-4-S429,55105.0,2022-03-28
318616,Non-Exempt,4104,Promotion,18-797-500,55105.0,2025-01-27
327979,Non-Exempt,4104,Promotion,18-2-3110,55091.0,2025-02-03
285484,Non-Exempt,4104,Promotion,18-77-703,55091.0,2024-05-06
303206,Non-Exempt,4104,Promotion,18-74-600,55113.0,2023-06-05
303206,Non-Exempt,4104,Promotion,18-74-600,55113.0,2025-01-08
296266,Non-Exempt,4104,Promotion,18-2-3080,55100.0,2024-07-08
302482,Non-Exempt,4104,Promotion,18-41-1002,55094.0,2023-02-13
302482,Non-Exempt,4104,Promotion,18-41-1002,55094.0,2023-07-31
304370,Non-Exempt,4104,Promotion,18-2-3230,55089.0,2023-04-03
311215,Non-Exempt,4104,Promotion,18-41-1001,55086.0,2023-10-02
291154,Non-Exempt,4104,Promotion,18-41-1002,55079.0,2022-04-04
307304,Non-Exempt,4104,Promotion,18-8-1006,55086.0,2023-09-18
307304,Non-Exempt,4104,Promotion,18-8-1006,55086.0,2023-10-02
284140,Non-Exempt,4104,Promotion,18-47-403,55138.0,2023-02-13
307406,Non-Exempt,4104,Promotion,18-77-101,55138.0,2023-09-18
301166,Non-Exempt,4104,Promotion,18-77-702,55143.0,2023-05-01
317466,Non-Exempt,4104,Promotion,18-2-3030,55094.0,2024-03-04
295766,Non-Exempt,4104,Promotion,18-74-104,55812.0,2023-08-28
295766,Non-Exempt,4104,Promotion,18-74-104,55812.0,2024-08-13
299125,Non-Exempt,4104,Promotion,18-797-600,55105.0,2024-09-03
307421,Non-Exempt,4104,Promotion,18-77-703,55091.0,2024-06-24
292528,Non-Exempt,4104,Promotion,18-5-5010,55105.0,2023-02-27
292528,Non-Exempt,4104,Promotion,18-5-5010,55105.0,2023-10-09
291353,Non-Exempt,4104,Promotion,18-197-600,55105.0,2023-07-24
291353,Non-Exempt,4104,Promotion,18-197-600,55105.0,2024-09-30
291788,Non-Exempt,4104,Promotion,18-41-1003,55075.0,2023-08-07
294078,Exempt,4104,Promotion,18-2-S231,55123.0,2023-01-09
294078,Exempt,4104,Promotion,18-2-S231,55123.0,2024-05-06
294078,Exempt,4104,Promotion,18-2-S231,55123.0,2024-11-11
294078,Exempt,4104,Promotion,18-2-S231,55123.0,2025-02-03
294078,Non-Exempt,4104,Promotion,18-2-S231,55123.0,2022-05-30
300785,Non-Exempt,4104,Promotion,18-77-103,55143.0,2023-05-08
300532,Non-Exempt,4104,Promotion,18-197-400,55123.0,2024-08-19
291792,Non-Exempt,4104,Promotion,18-40-1001,55076.0,2022-03-28
291350,Non-Exempt,4104,Promotion,18-297-110,55105.0,2023-07-24
276713,Non-Exempt,4104,Promotion,18-2-3080,55090.0,2023-02-27
276211,Non-Exempt,4104,Promotion,18-74-400,55109.0,2023-07-24
294247,Exempt,4104,Promotion,18-2-S230,55091.0,2023-05-22
304417,Non-Exempt,4104,Promotion,18-2-3220,55094.0,2023-05-22
304967,Non-Exempt,4104,Promotion,18-8-1005,55122.0,2023-07-31
295431,Non-Exempt,4104,Promotion,18-2-3210,55094.0,2022-09-19
295431,Non-Exempt,4104,Promotion,18-2-3210,55094.0,2023-05-08
295431,Non-Exempt,4104,Promotion,18-2-3210,55094.0,2024-03-18
295431,Non-Exempt,4104,Promotion,18-2-3210,55094.0,2024-12-02
286330,Non-Exempt,4104,Promotion,18-8-1006,55097.0,2023-08-07
307630,Non-Exempt,4104,Promotion,18-47-102,55143.0,2023-06-05
284433,Non-Exempt,4104,Promotion,18-2-3080,55105.0,2023-07-31
318161,Non-Exempt,4104,Promotion,18-40-1002,55094.0,2024-03-04
302457,Non-Exempt,4104,Promotion,18-8-1005,55101.0,2024-03-18
286642,Non-Exempt,4104,Promotion,18-2-S260,55102.0,2022-06-27
286642,Non-Exempt,4104,Promotion,18-2-S260,55102.0,2023-01-09
286642,Non-Exempt,4104,Promotion,18-2-S260,55102.0,2023-08-07
288586,Non-Exempt,4104,Promotion,18-2-3220,55086.0,2023-06-19
292386,Non-Exempt,4104,Promotion,18-2-3220,55123.0,2023-04-17
296306,Exempt,4104,Promotion,18-4-S442,,2023-04-03
292508,Non-Exempt,4104,Promotion,18-8-1005,55123.0,2023-04-17
324943,Non-Exempt,4104,Promotion,18-4-A426,55137.0,2025-02-10
284067,Non-Exempt,4104,Promotion,18-41-1003,55086.0,2022-05-09
284067,Non-Exempt,4104,Promotion,18-41-1003,55086.0,2023-10-16
271380,Exempt,4104,Promotion,18-1-S109,,2022-03-28
271380,Exempt,4104,Promotion,18-1-S109,,2023-04-17
284471,Non-Exempt,4104,Promotion,18-41-1003,55109.0,2022-03-28
292031,Non-Exempt,4104,Promotion,18-41-1001,55086.0,2022-05-09
286638,Non-Exempt,4104,Promotion,18-2-3230,55076.0,2022-01-10
286638,Non-Exempt,4104,Promotion,18-2-3230,55076.0,2022-08-08
286638,Non-Exempt,4104,Promotion,18-2-3230,55076.0,2022-10-24
286940,Non-Exempt,4104,Promotion,18-2-3070,55093.0,2023-10-30
286942,Non-Exempt,4104,Promotion,18-74-600,55109.0,2024-03-18
310802,Non-Exempt,4104,Promotion,18-77-400,55143.0,2024-06-10
284809,Exempt,4104,Promotion,18-2-S268,55094.0,2024-01-22
284809,Non-Exempt,4104,Promotion,18-2-S268,55094.0,2023-05-22
286162,Non-Exempt,4104,Promotion,18-41-1003,55100.0,2022-06-27
286162,Non-Exempt,4104,Promotion,18-41-1003,55100.0,2023-02-13
300877,Non-Exempt,4104,Promotion,18-2-3050,55087.0,2023-04-24
300877,Non-Exempt,4104,Promotion,18-2-3050,55087.0,2024-09-23
308621,Non-Exempt,4104,Promotion,18-47-400,55109.0,2023-08-28
308621,Non-Exempt,4104,Promotion,18-47-400,55109.0,2023-08-28
308701,Non-Exempt,4104,Promotion,18-8-1006,55075.0,2023-06-12
283659,Exempt,4104,Promotion,18-2-S267,55105.0,2023-05-15
283659,Exempt,4104,Promotion,18-2-S267,55105.0,2024-11-25
282896,Non-Exempt,4104,Promotion,18-5-5030,55091.0,2022-09-19
282896,Non-Exempt,4104,Promotion,18-5-5030,55091.0,2024-02-12
284068,Non-Exempt,4104,Promotion,18-74-703,55138.0,2023-02-13
295762,Non-Exempt,4104,Promotion,18-30-1001,55105.0,2023-05-15
276562,Exempt,4104,Promotion,18-1-S194,55102.0,2022-05-02
306769,Non-Exempt,4104,Promotion,18-41-1001,55093.0,2023-04-17
248340,Non-Exempt,4104,Promotion,18-41-1003,55306.0,2023-07-31
322809,Non-Exempt,4104,Promotion,18-796-401,55074.0,2024-09-09
296046,Non-Exempt,4104,Promotion,18-8-1005,55094.0,2023-02-13
299665,Exempt,4104,Promotion,18-2-S260,55090.0,2023-02-06
309894,Non-Exempt,4104,Promotion,18-41-1001,55086.0,2024-10-21
317823,Non-Exempt,4104,Promotion,18-197-400,55105.0,2024-03-04
302758,Exempt,4104,Promotion,18-2-S267,55126.0,2023-12-11
304612,Non-Exempt,4104,Promotion,18-40-1001,55100.0,2023-04-03
304612,Non-Exempt,4104,Promotion,18-40-1001,55100.0,2024-08-19
275946,Non-Exempt,4104,Promotion,18-2-3060,55100.0,2022-05-09
272059,Exempt,4104,Promotion,18-2-S231,5508201.0,2024-06-24
284593,Non-Exempt,4104,Promotion,18-2-S260,55090.0,2022-05-02
295151,Non-Exempt,4104,Promotion,18-77-400,55109.0,2022-09-19
295151,Non-Exempt,4104,Promotion,18-77-400,55109.0,2023-05-08
292683,Exempt,4104,Promotion,18-4-S429,55086.0,2023-07-03
292032,Exempt,4104,Promotion,18-2-S262,55311.0,2024-09-23
292032,Non-Exempt,4104,Promotion,18-2-S262,55311.0,2022-01-24
292032,Non-Exempt,4104,Promotion,18-2-S262,55311.0,2022-07-18
286581,Non-Exempt,4104,Promotion,18-1-S189,55126.0,2021-10-11
286581,Non-Exempt,4104,Promotion,18-1-S189,55126.0,2022-02-07
286581,Non-Exempt,4104,Promotion,18-1-S189,55126.0,2022-05-16
294272,Non-Exempt,4104,Promotion,18-757-516,55074.0,2022-05-03
305124,Non-Exempt,4104,Promotion,18-8-1005,55302.0,2023-06-12
305124,Non-Exempt,4104,Promotion,18-8-1005,55302.0,2023-06-12
283661,Non-Exempt,4104,Promotion,18-8-1003,55100.0,2023-10-02
283661,Non-Exempt,4104,Promotion,18-8-1003,55100.0,2024-04-08
290764,Non-Exempt,4104,Promotion,18-2-3230,55075.0,2021-11-22
271375,Exempt,4104,Promotion,18-1-S171,55073.0,2022-02-28
271375,Exempt,4104,Promotion,18-1-S171,55073.0,2024-01-08
290624,Non-Exempt,4104,Promotion,18-77-102,55138.0,2021-11-29
273072,Exempt,4104,Promotion,18-1-S197,,2021-09-06
273072,Exempt,4104,Promotion,18-1-S197,,2023-08-21
273072,Exempt,4104,Promotion,18-1-S197,,2025-02-03
282577,Non-Exempt,4104,Promotion,18-5-5100,55137.0,2024-02-26
282578,Non-Exempt,4104,Promotion,18-77-600,55113.0,2023-09-18
283405,Non-Exempt,4104,Promotion,18-41-1002,55097.0,2023-09-18
319048,Non-Exempt,4104,Promotion,18-708-104,55301.0,2024-07-01
276590,Exempt,4104,Promotion,18-1-S196,55073.0,2024-11-04
299411,Exempt,4104,Promotion,18-2-S271,55143.0,2023-05-15
302604,Non-Exempt,4104,Promotion,18-47-400,55113.0,2023-02-13
304234,Non-Exempt,4104,Promotion,18-2-3080,55097.0,2024-03-04
304662,Non-Exempt,4104,Promotion,18-2-3080,55093.0,2024-03-25
288075,Exempt,4104,Promotion,18-2-S234,55113.0,2023-03-20
288075,Exempt,4104,Promotion,18-2-S234,55113.0,2024-03-18
307189,Non-Exempt,4104,Promotion,18-2-3110,55087.0,2024-07-01
279899,Exempt,4104,Promotion,18-1-S189,,2023-04-10
294387,Non-Exempt,4104,Promotion,18-8-1005,55086.0,2022-11-07
313404,Non-Exempt,4104,Promotion,18-41-1001,55086.0,2024-10-14
306596,Non-Exempt,4104,Promotion,18-2-S231,55137.0,2023-07-31
313230,Non-Exempt,4104,Promotion,18-708-102,55301.0,2024-03-12
301172,Non-Exempt,4104,Promotion,18-2-3220,55105.0,2023-08-07
301172,Non-Exempt,4104,Promotion,18-2-3220,55105.0,2023-10-16
299442,Exempt,4104,Promotion,18-2-S264,55106.0,2023-07-03
299442,Exempt,4104,Promotion,18-2-S264,55106.0,2025-01-06
299442,Non-Exempt,4104,Promotion,18-2-S264,55106.0,2022-09-19
292510,Non-Exempt,4104,Promotion,18-77-703,55120.0,2023-04-03
247904,Non-Exempt,4104,Promotion,18-8-1004,55094.0,2023-12-11
286172,Non-Exempt,4104,Promotion,18-2-3220,55113.0,2022-06-27
303575,Non-Exempt,4104,Promotion,18-30-1003,55091.0,2023-05-29
289414,Exempt,4104,Promotion,18-2-S267,55105.0,2024-09-23
248138,Non-Exempt,4104,Promotion,18-77-701,55106.0,2023-11-20
248138,Non-Exempt,4104,Promotion,18-77-701,55106.0,2024-04-15
293502,Exempt,4104,Promotion,18-2-S268,55123.0,2024-10-07
307735,Non-Exempt,4104,Promotion,18-40-1001,55090.0,2023-07-17
291791,Non-Exempt,4104,Promotion,18-40-1003,55089.0,2022-03-28
290080,Non-Exempt,4104,Promotion,18-30-1001,55087.0,2023-04-10
302172,Non-Exempt,4104,Promotion,18-47-401,55126.0,2023-02-13
288718,Exempt,4104,Promotion,18-2-S265,55106.0,2025-01-06
288718,Non-Exempt,4104,Promotion,18-2-S265,55106.0,2022-05-31
279933,Exempt,4104,Promotion,18-2-S227,55113.0,2024-04-08
279933,Exempt,4104,Promotion,18-2-S227,55113.0,2024-08-26
296725,Non-Exempt,4104,Promotion,18-8-1004,55093.0,2022-06-20
322325,Exempt,4104,Promotion,18-2-S267,55311.0,2024-12-02
317400,Non-Exempt,4104,Promotion,18-40-1003,55091.0,2024-04-08
300658,Exempt,4104,Promotion,18-1-S171,,2023-05-22
300658,Exempt,4104,Promotion,18-1-S171,,2024-01-08
301171,Non-Exempt,4104,Promotion,18-6-A344,55120.0,2023-12-18
308229,Non-Exempt,4104,Promotion,18-2-3080,55089.0,2023-10-30
313976,Non-Exempt,4104,Promotion,18-708-104,55304.0,2023-10-18
310469,Exempt,4104,Promotion,18-4-S429,55101.0,2025-01-06
292342,Non-Exempt,4104,Promotion,18-41-1002,55094.0,2023-09-18
292342,Non-Exempt,4104,Promotion,18-41-1002,55094.0,2023-10-02
292331,Non-Exempt,4104,Promotion,18-41-1003,55093.0,2022-06-27
304348,Non-Exempt,4104,Promotion,18-5-5020,55103.0,2023-04-17
304348,Non-Exempt,4104,Promotion,18-5-5020,55103.0,2023-09-18
321875,Exempt,4104,Promotion,18-1-S169,,2024-12-02
306233,Non-Exempt,4104,Promotion,18-40-1002,55303.0,2023-05-01
291849,Non-Exempt,4104,Promotion,18-8-1006,55076.0,2022-01-24
305040,Non-Exempt,4104,Promotion,18-8-1006,55085.0,2023-07-17
291854,Non-Exempt,4104,Promotion,18-8-1006,55076.0,2022-01-24
314241,Exempt,4104,Promotion,18-2-S228,55150.0,2024-06-24
300552,Non-Exempt,4104,Promotion,18-4-S208,55102.0,2023-09-25
284040,Exempt,4104,Promotion,18-2-S234,55123.0,2022-04-11
284040,Exempt,4104,Promotion,18-2-S234,55123.0,2023-12-18
284040,Exempt,4104,Promotion,18-2-S234,55123.0,2024-10-07
289992,Non-Exempt,4104,Promotion,18-41-1003,55093.0,2023-02-13
311608,Non-Exempt,4104,Promotion,18-41-1003,55100.0,2023-08-28
309893,Non-Exempt,4104,Promotion,18-8-1005,55100.0,2024-03-18
281863,Exempt,4104,Promotion,18-1-S133,,2022-06-27
314672,Exempt,4104,Promotion,18-2-S268,55138.0,2024-07-15
306062,Non-Exempt,4104,Promotion,18-41-1003,55090.0,2023-09-18
293224,Non-Exempt,4104,Promotion,18-41-1001,55308.0,2022-05-23
293224,Non-Exempt,4104,Promotion,18-41-1001,55308.0,2023-03-27
293224,Non-Exempt,4104,Promotion,18-41-1001,55308.0,2023-07-17
293224,Non-Exempt,4104,Promotion,18-41-1001,55308.0,2023-09-18
307446,Non-Exempt,4104,Promotion,18-77-703,55138.0,2023-08-07
320565,Non-Exempt,4104,Promotion,18-5-5050,55117.0,2024-08-12
281893,Non-Exempt,4104,Promotion,18-2-3230,55075.0,2023-06-12
295408,Exempt,4104,Promotion,18-2-S231,55138.0,2023-04-17
295408,Exempt,4104,Promotion,18-2-S231,55138.0,2024-07-08
316412,Non-Exempt,4104,Promotion,18-73-1001,55311.0,2024-03-18
275507,Non-Exempt,4104,Promotion,18-2-3060,55093.0,2022-09-19
275507,Non-Exempt,4104,Promotion,18-2-3060,55093.0,2024-02-12
285611,Non-Exempt,4104,Promotion,18-74-600,55113.0,2022-08-08
285611,Non-Exempt,4104,Promotion,18-74-600,55113.0,2023-07-17
309980,Non-Exempt,4104,Promotion,18-41-1003,55305.0,2023-07-31
308945,Non-Exempt,4104,Promotion,18-5-A522,55086.0,2023-10-23
317483,Non-Exempt,4104,Promotion,18-745-600,55117.0,2024-06-10
290780,Non-Exempt,4104,Promotion,18-8-1005,55091.0,2021-12-06
316068,Non-Exempt,4104,Promotion,18-41-1002,55101.0,2024-03-04
318020,Exempt,4104,Promotion,18-4-S429,55143.0,2024-10-21
318005,Exempt,4104,Promotion,18-4-S429,55143.0,2024-10-21
292384,Non-Exempt,4104,Promotion,18-2-S271,55138.0,2022-03-07
292384,Non-Exempt,4104,Promotion,18-2-S271,55138.0,2023-05-08
306395,Non-Exempt,4104,Promotion,18-47-102,55138.0,2024-03-04
315567,Non-Exempt,4104,Promotion,18-5-A505,,2024-11-18
284015,Non-Exempt,4104,Promotion,18-2-3080,55308.0,2024-09-09
248135,Non-Exempt,4104,Promotion,18-4-A426,55091.0,2022-03-14
248474,Non-Exempt,4104,Promotion,18-2-S269,55105.0,2022-02-14
291292,Exempt,4104,Promotion,18-1-S189,55106.0,2022-04-18
305885,Non-Exempt,4104,Promotion,18-41-1001,55093.0,2023-04-03
298769,Exempt,4104,Promotion,18-4-S444,55113.0,2024-07-08
302523,Exempt,4104,Promotion,18-1-S187,,2023-06-19
282539,Exempt,4104,Promotion,18-2-S264,55126.0,2024-11-11
286936,Non-Exempt,4104,Promotion,18-64-1002,55094.0,2023-04-03
315086,Non-Exempt,4104,Promotion,18-2-3080,55089.0,2024-04-08
323754,Non-Exempt,4104,Promotion,18-5-A522,55105.0,2025-02-10
286762,Non-Exempt,4104,Promotion,18-2-3110,55091.0,2021-12-13
286762,Non-Exempt,4104,Promotion,18-2-3110,55091.0,2023-06-12
275751,Non-Exempt,4104,Promotion,18-2-3080,55105.0,2023-02-27
283071,Exempt,4104,Promotion,18-2-S271,55120.0,2024-04-01
283071,Exempt,4104,Promotion,18-2-S271,55120.0,2024-11-25
311276,Non-Exempt,4104,Promotion,18-197-400,55105.0,2023-08-28
310718,Non-Exempt,4104,Promotion,18-41-1003,55090.0,2023-09-18
305992,Non-Exempt,4104,Promotion,18-2-3230,55081.0,2023-08-14
310335,Non-Exempt,4104,Promotion,18-41-1002,55090.0,2023-10-02
317877,Non-Exempt,4104,Promotion,18-77-600,55113.0,2024-09-23
276271,Non-Exempt,4104,Promotion,18-8-1006,55085.0,2023-05-01
288186,Non-Exempt,4104,Promotion,18-2-3050,55091.0,2024-03-18
274945,Non-Exempt,4104,Promotion,18-8-1006,55101.0,2024-06-10
306113,Non-Exempt,4104,Promotion,18-41-1001,55093.0,2023-04-17
282540,Exempt,4104,Promotion,18-2-S271,55090.0,2023-08-21
282540,Non-Exempt,4104,Promotion,18-2-S271,55090.0,2022-05-16
282540,Non-Exempt,4104,Promotion,18-2-S271,55090.0,2022-11-21
302484,Non-Exempt,4104,Promotion,18-197-400,55105.0,2023-07-31
302484,Non-Exempt,4104,Promotion,18-197-400,55105.0,2024-04-08
286637,Non-Exempt,4104,Promotion,18-40-1001,55089.0,2021-12-06
304364,Non-Exempt,4104,Promotion,18-8-1006,55086.0,2024-10-21
305604,Non-Exempt,4104,Promotion,18-40-1002,55100.0,2023-05-29
302584,Non-Exempt,4104,Promotion,18-40-1001,55086.0,2023-06-12
309563,Non-Exempt,4104,Promotion,18-8-1006,55086.0,2024-12-16
288477,Non-Exempt,4104,Promotion,18-8-1006,55091.0,2025-01-27
305429,Non-Exempt,4104,Promotion,18-47-600,55113.0,2023-04-03
291966,Non-Exempt,4104,Promotion,18-8-1005,55310.0,2023-06-26
231961,Exempt,4104,Promotion,18-2-S265,55105.0,2024-05-27
231961,Non-Exempt,4104,Promotion,18-2-S265,55105.0,2023-11-27
310729,Non-Exempt,4104,Promotion,18-5-5030,55106.0,2023-11-13
306872,Non-Exempt,4104,Promotion,18-77-102,55138.0,2023-08-07
96388,Exempt,4104,Promotion,18-2-S265,55305.0,2023-01-02
286536,Non-Exempt,4104,Promotion,18-757-502,55074.0,2022-04-04
303043,Non-Exempt,4104,Promotion,18-4-S439,55143.0,2023-01-23
326033,Non-Exempt,4104,Promotion,18-8-1006,55086.0,2025-02-03
315753,Non-Exempt,4104,Promotion,18-5-5030,55100.0,2024-05-06
247929,Non-Exempt,4104,Promotion,18-8-1004,55094.0,2024-03-18
291483,Non-Exempt,4104,Promotion,18-77-102,55143.0,2022-11-21
290757,Exempt,4104,Promotion,18-2-S270,55113.0,2022-05-23
290757,Non-Exempt,4104,Promotion,18-2-S270,55113.0,2022-01-31
271208,Exempt,4104,Promotion,18-1-S171,55073.0,2022-01-17
299853,Non-Exempt,4104,Promotion,18-8-1006,55087.0,2022-11-21
310401,Non-Exempt,4104,Promotion,18-765-601,55303.0,2023-09-11
289674,Non-Exempt,4104,Promotion,18-2-3080,55100.0,2023-04-10
303977,Exempt,4104,Promotion,18-4-S429,55086.0,2024-10-21
306808,Non-Exempt,4104,Promotion,18-8-1005,55123.0,2023-12-11
307977,Non-Exempt,4104,Promotion,18-40-1002,55091.0,2023-09-04
303150,Non-Exempt,4104,Promotion,18-8-1005,55100.0,2024-04-08
292765,Exempt,4104,Promotion,18-2-S269,55105.0,2024-06-24
284699,Non-Exempt,4104,Promotion,18-40-1001,55075.0,2021-12-06
271601,Non-Exempt,4104,Promotion,18-74-601,55113.0,2021-11-22
271601,Non-Exempt,4104,Promotion,18-74-601,55113.0,2023-02-27
282580,Exempt,4104,Promotion,18-2-S271,55143.0,2023-01-16
294270,Non-Exempt,4104,Promotion,18-757-516,55074.0,2022-04-27
304606,Non-Exempt,4104,Promotion,18-30-1001,55091.0,2023-10-16
275483,Non-Exempt,4104,Promotion,18-2-3220,55085.0,2023-05-01
275483,Non-Exempt,4104,Promotion,18-2-3220,55085.0,2023-06-08
290071,Exempt,4104,Promotion,18-2-S267,55302.0,2023-09-25
290071,Non-Exempt,4104,Promotion,18-2-S267,55302.0,2022-10-03
290071,Non-Exempt,4104,Promotion,18-2-S267,55302.0,2023-01-09
276237,Exempt,4104,Promotion,18-2-S265,55105.0,2024-05-27
276237,Non-Exempt,4104,Promotion,18-2-S265,55105.0,2022-10-24
295550,Non-Exempt,4104,Promotion,18-40-1001,55076.0,2022-09-19
308660,Non-Exempt,4104,Promotion,18-41-1003,55094.0,2023-08-14
291789,Non-Exempt,4104,Promotion,18-41-1001,55100.0,2022-03-28
291789,Non-Exempt,4104,Promotion,18-41-1001,55100.0,2022-06-27
294648,Non-Exempt,4104,Promotion,18-74-703,55137.0,2023-04-17
294648,Non-Exempt,4104,Promotion,18-74-703,55137.0,2024-04-08
284810,Non-Exempt,4104,Promotion,18-5-A507,55156.0,2025-02-17
299255,Non-Exempt,4104,Promotion,18-47-400,55143.0,2023-10-02
302493,Non-Exempt,4104,Promotion,18-8-1006,55085.0,2023-02-13
302474,Non-Exempt,4104,Promotion,18-40-1001,55089.0,2023-02-13
288562,Non-Exempt,4104,Promotion,18-757-502,55074.0,2022-05-16
309379,Non-Exempt,4104,Promotion,18-708-105,55304.0,2023-07-31
283332,Non-Exempt,4104,Promotion,18-5-5090,55138.0,2022-09-26
283332,Non-Exempt,4104,Promotion,18-5-5090,55138.0,2023-08-28
290460,Non-Exempt,4104,Promotion,18-2-3060,55113.0,2022-05-09
308136,Non-Exempt,4104,Promotion,18-5-5050,55089.0,2024-04-22
291352,Non-Exempt,4104,Promotion,18-197-600,55105.0,2023-01-09
306684,Non-Exempt,4104,Promotion,18-2-3110,55093.0,2023-05-01
291337,Non-Exempt,4104,Promotion,18-41-1004,55105.0,2023-01-09
291337,Non-Exempt,4104,Promotion,18-41-1004,55105.0,2024-08-19
291354,Non-Exempt,4104,Promotion,18-41-1003,55090.0,2023-01-09
289995,Non-Exempt,4104,Promotion,18-47-400,55113.0,2022-10-03
307476,Non-Exempt,4104,Promotion,18-77-702,55138.0,2024-04-22
279814,Exempt,4104,Promotion,18-2-S222,55076.0,2023-05-22
281214,Exempt,4104,Promotion,18-2-S261,55089.0,2022-10-03
281214,Exempt,4104,Promotion,18-2-S261,55089.0,2024-10-28
281214,Non-Exempt,4104,Promotion,18-2-S261,55089.0,2022-03-14
286245,Exempt,4104,Promotion,18-2-S231,55091.0,2022-06-13
303568,Non-Exempt,4104,Promotion,18-197-400,55105.0,2023-05-09
303568,Non-Exempt,4104,Promotion,18-197-400,55105.0,2023-09-25
307996,Exempt,4104,Promotion,18-4-S428,55150.0,2024-05-06
298398,Exempt,4104,Promotion,18-2-S231,55100.0,2022-09-26
298398,Exempt,4104,Promotion,18-2-S231,55100.0,2023-03-20
289012,Exempt,4104,Promotion,18-2-S227,55138.0,2022-09-05
289012,Exempt,4104,Promotion,18-2-S227,55138.0,2023-05-22
308408,Non-Exempt,4104,Promotion,18-41-1003,55090.0,2023-07-17
327931,Non-Exempt,4104,Promotion,18-77-600,55113.0,2025-02-24
273132,Non-Exempt,4104,Promotion,18-2-3040,55123.0,2023-05-01
273132,Non-Exempt,4104,Promotion,18-2-3040,55123.0,2023-12-04
310447,Non-Exempt,4104,Promotion,18-765-601,55303.0,2023-09-11
259174,Non-Exempt,4104,Promotion,18-74-600,55113.0,2022-08-08
259174,Non-Exempt,4104,Promotion,18-74-600,55113.0,2025-01-08
307431,Non-Exempt,4104,Promotion,18-5-5160,55099.0,2023-09-11
283785,Non-Exempt,4104,Promotion,18-2-3080,55085.0,2021-10-11
304203,Non-Exempt,4104,Promotion,18-2-3040,55105.0,2024-04-08
283728,Non-Exempt,4104,Promotion,18-757-502,55074.0,2022-04-30
309457,Non-Exempt,4104,Promotion,18-2-S271,55091.0,2023-12-04
292576,Non-Exempt,4104,Promotion,18-2-3220,55094.0,2023-05-22
286619,Non-Exempt,4104,Promotion,18-5-5080,55156.0,2022-08-22
302461,Non-Exempt,4104,Promotion,18-5-A534,55107.0,2023-01-23
